TAD	Term	P.value	P.adjust
TAD188	ECM-receptor interaction|Focal adhesion|Human papillomavirus infection|MicroRNAs in cancer|p53 signaling pathway|PI3K-Akt signaling pathway|Ubiquitin mediated proteolysis	0.00106908026020006|0.00615295183653357|0.0163847102359575|0.013556215752032|0.0453096056533021|0.0187402479023661|0.0847892492147985	0.0324835925214635|0.114016399159268|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.119543551774631
TAD1889	cGMP-PKG signaling pathway|Insulin secretion|Pancreatic secretion|Renin secretion|Salivary secretion|Vascular smooth muscle contraction	0.0212765957446808|0.0110228146629069|0.0125608818251731|0.00884388618303|0.0115355037169956|0.0169187387849269	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671
TAD190	Cholesterol metabolism|Ras signaling pathway|Steroid biosynthesis|Viral myocarditis	0.092013219546551|0.07169777093705|0.0359446235269995|0.107711885877965	0.122358683260164|0.118125628863961|0.115232122591671|0.126402479830167
TAD1915	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism|Arginine biosynthesis|Cysteine and methionine metabolism|Glycosaminoglycan degradation|Phenylalanine metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis|Porphyrin and chlorophyll metabolism|Tyrosine metabolism	0.0778235454542876|0.107321291333756|0.0474069071797093|0.103162586687261|0.0429851026012216|0.0385439179175177|0.0114853302299628|0.0926856274736272|0.0799606867162708	0.119065388244818|0.126402479830167|0.115232122591671|0.124710701580621|0.115232122591671|0.115232122591671|0.115232122591671|0.122416535029286|0.119543551774631
TAD1916	ABC transporters|Acute myeloid leukemia|Adipocytokine signaling pathway|B cell receptor signaling pathway|Bile secretion|Cytosolic DNA-sensing pathway|Epithelial cell signaling in Helicobacter pylori infection|Porphyrin and chlorophyll metabolism|RIG-I-like receptor signaling pathway|Shigellosis	0.0778524501891508|0.112222886339525|0.117034675967876|0.120229069522423|0.121822238973552|0.10738675696829|0.115433443514968|0.0728427343593984|0.118633216577788|0.110613553231763	0.119065388244818|0.126450006764748|0.128681132936148|0.129771183839744|0.129860231875057|0.126402479830167|0.128033622624224|0.11858757455853|0.129269298064073|0.126402479830167
TAD1967	Bacterial invasion of epithelial cells|Drug metabolism|Glutathione metabolism|Platelet activation|Purine metabolism|Pyrimidine metabolism|RNA transport|Salmonella infection|Shigellosis	0.0555934173283761|0.0802586966083009|0.0423137749305829|0.091678739250352|0.0952231728464741|0.0430555923008925|0.120404458325026|0.0643609758665987|0.0489729116005262	0.115232122591671|0.119543551774631|0.115232122591671|0.122358683260164|0.122880787262533|0.115232122591671|0.129771183839744|0.116483782209881|0.115232122591671
TAD1968	Drug metabolism|Glutathione metabolism|Olfactory transduction|Purine metabolism|Pyrimidine metabolism	0.650227685400167|0.418911775639436|3.62503096336492e-48|0.715337564349661|0.424538113985298	0.650639482541016|0.419708690875275|5.72754892211657e-45|0.715337564349661|0.425076185105684
TAD1978	Circadian rhythm|Dopaminergic synapse|Hippo signaling pathway	0.0197144667479641|0.0812006608269616|0.0984417790022108	0.115232122591671|0.119543551774631|0.122935610123605
TAD2058	Inositol phosphate metabolism|Notch signaling pathway|Phosphatidylinositol signaling system|Th1 and Th2 cell differentiation	0.0645577691905748|0.0422950886604185|0.0855443843875865|0.0797092261988706	0.116572886081266|0.115232122591671|0.12003563706251|0.119543551774631
TAD2076	MicroRNAs in cancer|RNA degradation	0.0537553798570438|0.0968180605795933	0.115232122591671|0.122935610123605
TAD21	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism|Metabolism of xenobiotics by cytochrome P450	0.0353453869868767|0.0491744418887137|0.0734381700988364	0.115232122591671|0.115232122591671|0.11858757455853
TAD2113	Homologous recombination|NF-kappa B signaling pathway	0.0260072021675749|0.059431996020198	0.115232122591671|0.116002141856372
TAD212	B cell receptor signaling pathway|Complement and coagulation cascades|Fructose and mannose metabolism|Hematopoietic cell lineage|Legionellosis|Leishmaniasis|Malaria|Pertussis|Viral myocarditis	0.0790222703044575|1.14338712050782e-08|0.0374483094936249|0.000148239164458785|0.0617161252505158|0.0822353955816028|0.0551521750613402|0.00322532203013466|0.0660695423471216	0.119543551774631|1.00363980577909e-06|0.115232122591671|0.00557661618678285|0.116002141856372|0.119543551774631|0.115232122591671|0.0863730306375046|0.116636733975924
TAD2127	Malaria	0.0431596662177282	0.115232122591671
TAD2129	Antigen processing and presentation|Graft-versus-host disease|Malaria|Mitophagy|Natural killer cell mediated cytotoxicity	1.533664980389e-07|0.00235591293995825|0.00335113967870505|0.110613553231763|5.37395006637989e-08	9.31996411159469e-06|0.0653042534234042|0.0868000113500653|0.126402479830167|4.10001515029702e-06
TAD2130	Salivary secretion|Taste transduction	0.000123989884158722|5.71267530160134e-23	0.00477814675538488|3.00867565884337e-20
TAD2131	Breast cancer|Gastric cancer|Hepatocellular carcinoma|mTOR signaling pathway|Parathyroid hormone synthesis, secretion and action|Wnt signaling pathway	0.107887853041694|0.109285873827168|0.122476260656464|0.11137948154257|0.0788228162977008|0.115554396115281	0.126402479830167|0.126402479830167|0.129961377996785|0.126450006764748|0.119543551774631|0.128033622624224
TAD2140	Pentose phosphate pathway|RNA transport	0.0114926721164375|0.062120755008328	0.115232122591671|0.116002141856372
TAD2142	Bile secretion|Inositol phosphate metabolism|Morphine addiction|Phosphatidylinositol signaling system|Renin secretion|Thyroid hormone signaling pathway	0.000117928616544403|0.00461848392139836|0.121147149470647|0.00813677564899417|0.0931501948807734|0.0110424842814255	0.0046581803535039|0.100957585580596|0.129771183839744|0.115232122591671|0.122545635230326|0.115232122591671
TAD2143	ABC transporters|Amino sugar and nucleotide sugar metabolism|Bile secretion|Cysteine and methionine metabolism|Glucagon signaling pathway|Glycolysis / Gluconeogenesis|Glycosphingolipid biosynthesis|Maturity onset diabetes of the young|Propanoate metabolism|Pyruvate metabolism|Starch and sucrose metabolism	0.0778524501891508|0.0828370207771991|0.121822238973552|0.0811782839590723|0.0141640848964356|0.115433443514968|0.0778524501891508|0.0456947202703064|0.0559605705255652|0.067807756242811|0.0627473982950365	0.119065388244818|0.119543551774631|0.129860231875057|0.119543551774631|0.115232122591671|0.128033622624224|0.119065388244818|0.115232122591671|0.115232122591671|0.116873426769585|0.116164467903186
TAD2148	Aldosterone synthesis and secretion|Alzheimer disease|Apelin signaling pathway|Apoptosis|C-type lectin receptor signaling pathway|Calcium signaling pathway|Cellular senescence|cGMP-PKG signaling pathway|Cholinergic synapse|Circadian rhythm|Cortisol synthesis and secretion|Cushing syndrome|Dopaminergic synapse|Estrogen signaling pathway|Gap junction|Gastric acid secretion|Glucagon signaling pathway|Glutamatergic synapse|GnRH signaling pathway|Human cytomegalovirus infection|Human immunodeficiency virus 1 infection|Inflammatory mediator regulation of TRP channels|Kaposi sarcoma-associated herpesvirus infection|Long-term depression|Long-term potentiation|NOD-like receptor signaling pathway|Oocyte meiosis|Oxytocin signaling pathway|Pancreatic secretion|Parathyroid hormone synthesis, secretion and action|Phosphatidylinositol signaling system|Platelet activation|Proteoglycans in cancer|Renin secretion|Retrograde endocannabinoid signaling|Salivary secretion|Serotonergic synapse|Thyroid hormone synthesis|Vascular smooth muscle contraction	0.0493140781474406|0.0848452380670496|0.0684227340264977|0.071336756540808|0.0522728339423257|0.0929745835665464|0.0795560346503326|0.0824438885788062|0.0562070921038219|0.0158019070040715|0.0329168936841359|0.0771442869966578|0.0655018590229091|0.0684227340264977|0.0443674300236307|0.0379079580484483|0.0517801882419708|0.0571887397387849|0.0468431608223788|0.1104805590092|0.10435895480321|0.0503010987034357|0.0920210119965628|0.0304140918695621|0.0339166564761243|0.0881992049447614|0.0625741207957764|0.076178262105553|0.0493140781474406|0.0532575494236703|0.0498076845450792|0.0620854964125581|0.0991545037746685|0.0349156439076135|0.0737598818340811|0.0453583003597029|0.0566980116918041|0.0374097229153818|0.0659891478462581	0.115232122591671|0.119543551774631|0.116873426769585|0.117927601361875|0.115232122591671|0.122416535029286|0.119543551774631|0.119543551774631|0.115232122591671|0.115232122591671|0.115232122591671|0.118923783923687|0.116636733975924|0.116873426769585|0.115232122591671|0.115232122591671|0.115232122591671|0.115375190636324|0.115232122591671|0.126402479830167|0.125105764779263|0.115232122591671|0.122358683260164|0.115232122591671|0.115232122591671|0.122133868372238|0.11604120992644|0.118923783923687|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372|0.122935610123605|0.115232122591671|0.11858757455853|0.115232122591671|0.115375190636324|0.115232122591671|0.116636733975924
TAD2149	Aldosterone synthesis and secretion|Alzheimer disease|Apelin signaling pathway|Apoptosis|C-type lectin receptor signaling pathway|Calcium signaling pathway|Cellular senescence|cGMP-PKG signaling pathway|Cholinergic synapse|Cortisol synthesis and secretion|Cushing syndrome|Dopaminergic synapse|Estrogen signaling pathway|Gap junction|Gastric acid secretion|Glucagon signaling pathway|Glutamatergic synapse|GnRH signaling pathway|Human cytomegalovirus infection|Human immunodeficiency virus 1 infection|Inflammatory mediator regulation of TRP channels|Kaposi sarcoma-associated herpesvirus infection|Long-term depression|Long-term potentiation|NOD-like receptor signaling pathway|Oocyte meiosis|Oxytocin signaling pathway|Pancreatic secretion|Parathyroid hormone synthesis, secretion and action|Phosphatidylinositol signaling system|Platelet activation|Proteoglycans in cancer|Renin secretion|Retrograde endocannabinoid signaling|Salivary secretion|Serotonergic synapse|Thyroid hormone synthesis|Vascular smooth muscle contraction	0.0493140781474406|0.0848452380670496|0.0684227340264977|0.071336756540808|0.0522728339423257|0.0929745835665464|0.0795560346503326|0.0824438885788062|0.0562070921038219|0.0329168936841359|0.0771442869966578|0.0655018590229091|0.0684227340264977|0.0443674300236307|0.0379079580484483|0.0517801882419708|0.0571887397387849|0.0468431608223788|0.1104805590092|0.10435895480321|0.0503010987034357|0.0920210119965628|0.0304140918695621|0.0339166564761243|0.0881992049447614|0.0625741207957764|0.076178262105553|0.0493140781474406|0.0532575494236703|0.0498076845450792|0.0620854964125581|0.0991545037746685|0.0349156439076135|0.0737598818340811|0.0453583003597029|0.0566980116918041|0.0374097229153818|0.0659891478462581	0.115232122591671|0.119543551774631|0.116873426769585|0.117927601361875|0.115232122591671|0.122416535029286|0.119543551774631|0.119543551774631|0.115232122591671|0.115232122591671|0.118923783923687|0.116636733975924|0.116873426769585|0.115232122591671|0.115232122591671|0.115232122591671|0.115375190636324|0.115232122591671|0.126402479830167|0.125105764779263|0.115232122591671|0.122358683260164|0.115232122591671|0.115232122591671|0.122133868372238|0.11604120992644|0.118923783923687|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372|0.122935610123605|0.115232122591671|0.11858757455853|0.115232122591671|0.115375190636324|0.115232122591671|0.116636733975924
TAD2171	GABAergic synapse|Glutamatergic synapse|Protein digestion and absorption	0.0043973045672641|0.00712502545212953|0.0992043689288581	0.0992534459468183|0.115232122591671|0.122935610123605
TAD2176	Mucin type O-glycan biosynthesis|Thermogenesis	0.116317354801143|0.233482741817996	0.128428665678411|0.236022221415505
TAD2186	Mitophagy	0.0489729116005262	0.115232122591671
TAD2189	Glycosaminoglycan degradation	0.0312237408353504	0.115232122591671
TAD2194	mRNA surveillance pathway|Salivary secretion	0.110762055405179|0.109607500815988	0.126402479830167|0.126402479830167
TAD2228	Alzheimer disease|Huntington disease|Non-alcoholic fatty liver disease (NAFLD)|Oxidative phosphorylation|Parkinson disease|Retrograde endocannabinoid signaling	0.104913391989919|0.117745126612431|0.0919327874255275|0.0823981054320395|0.0877711663378545|0.091339201850567	0.125105764779263|0.128923977856993|0.122358683260164|0.119543551774631|0.121861549045527|0.122358683260164
TAD2230	Axon guidance	0.0458630623375273	0.115232122591671
TAD2231	Arachidonic acid metabolism|Histidine metabolism|Spliceosome	0.0551936934831303|0.000173026880248759|0.114246925603886	0.115232122591671|0.0063577318789079|0.127248573614474
TAD2237	Choline metabolism in cancer|Ether lipid metabolism|Glycerophospholipid metabolism|Homologous recombination|Lysosome|Phosphonate and phosphinate metabolism	0.0855443843875865|0.0414298415799623|0.0838804415716582|0.036224274903176|0.105310548833177|0.00537289286350506	0.12003563706251|0.115232122591671|0.119543551774631|0.115232122591671|0.125105764779263|0.108835522106897
TAD2238	Aldosterone-regulated sodium reabsorption|Choline metabolism in cancer|Dilated cardiomyopathy (DCM)|Ether lipid metabolism|Glioma|Glycerophospholipid metabolism|HIF-1 signaling pathway|Homologous recombination|Hypertrophic cardiomyopathy (HCM)|Inflammatory mediator regulation of TRP channels|Long-term depression|Longevity regulating pathway|Lysosome|Melanoma|Ovarian steroidogenesis|p53 signaling pathway|Phosphonate and phosphinate metabolism|Progesterone-mediated oocyte maturation|Prostate cancer	0.0464506040358522|0.119950097455815|0.110762055405179|0.0586668173574152|0.0921265207604515|0.117661133193766|0.121092574286327|0.0513541069768443|0.10381446552793|0.121092574286327|0.0743372628821023|0.123373524286887|0.147003870662724|0.0885934848040213|0.0610930891408982|0.0885934848040213|0.00766818530635949|0.119950097455815|0.117661133193766	0.115232122591671|0.129771183839744|0.126402479830167|0.116002141856372|0.122358683260164|0.128923977856993|0.129771183839744|0.115232122591671|0.125105764779263|0.129771183839744|0.11858757455853|0.130213873328845|0.152006620187895|0.122144595105021|0.116002141856372|0.122144595105021|0.115232122591671|0.129771183839744|0.128923977856993
TAD2242	Glycosaminoglycan biosynthesis|One carbon pool by folate|Selenocompound metabolism	0.0466112898478187|0.0178135068014756|0.0151589501168697	0.115232122591671|0.115232122591671|0.115232122591671
TAD2243	Endocytosis	0.0909297770162057	0.122358683260164
TAD2266	alpha-Linolenic acid metabolism|Butanoate metabolism|Calcium signaling pathway|Linoleic acid metabolism|Maturity onset diabetes of the young|Ubiquinone and other terpenoid-quinone biosynthesis	0.086087779349428|0.095924781526516|0.145445024756336|0.0991810339213264|0.0893781923850732|0.03880067607338	0.120561949010329|0.122935610123605|0.150591834282445|0.122935610123605|0.122358683260164|0.115232122591671
TAD2298	AGE-RAGE signaling pathway in diabetic complications|AMPK signaling pathway|Cellular senescence|FoxO signaling pathway|Glucagon signaling pathway|Insulin resistance|Insulin signaling pathway|Longevity regulating pathway|Prostate cancer|Thyroid hormone signaling pathway|Transcriptional misregulation in cancer	0.0503010987034357|0.0601290884495725|0.0795560346503326|0.0659891478462581|0.0517801882419708|0.0542414973450748|0.0684227340264977|0.0512873505019721|0.0488202794605933|0.0581696214090477|0.0920210119965628	0.115232122591671|0.116002141856372|0.119543551774631|0.116636733975924|0.115232122591671|0.115232122591671|0.116873426769585|0.115232122591671|0.115232122591671|0.116002141856372|0.122358683260164
TAD2303	Breast cancer|NF-kappa B signaling pathway|Osteoclast differentiation|Parathyroid hormone synthesis, secretion and action|Prolactin signaling pathway|Rheumatoid arthritis	0.107887853041694|0.0708920396752039|0.0938067850948165|0.0788228162977008|0.0526557280856691|0.0679940509045444	0.126402479830167|0.117904655459813|0.122706681526324|0.119543551774631|0.115232122591671|0.116873426769585
TAD2309	Citrate cycle (TCA cycle)|Propanoate metabolism|Thyroid hormone signaling pathway	0.0152951108696761|0.0163085074894637|0.0581696214090477	0.115232122591671|0.115232122591671|0.116002141856372
TAD2310	Bladder cancer|Chronic myeloid leukemia|Citrate cycle (TCA cycle)|Glioma|Melanoma|Neuroactive ligand-receptor interaction|Non-small cell lung cancer|Pancreatic cancer|Pathways in cancer|Propanoate metabolism|Prostate cancer|Small cell lung cancer|Thyroid hormone signaling pathway	0.0513541069768443|0.0933014573195811|0.0378145557450632|0.0921265207604515|0.0885934848040213|0.0669077353221669|0.0814902665766283|0.0921265207604515|0.14439396105083|0.0402891524144062|0.117661133193766|0.113067123318864|0.139191581492501	0.115232122591671|0.122642514613093|0.115232122591671|0.122358683260164|0.122144595105021|0.116873426769585|0.119543551774631|0.122358683260164|0.149699775892593|0.115232122591671|0.128923977856993|0.126789956992472|0.144876613147662
TAD2311	Neuroactive ligand-receptor interaction	0.124432786718035	0.130661597298493
TAD2326	RNA degradation	0.0398989646885241	0.115232122591671
TAD233	Apoptosis|Base excision repair|Cellular senescence|Necroptosis|NF-kappa B signaling pathway	0.10508632533288|0.0251192284102085|0.116942396593547|0.118328581386925|0.0708920396752039	0.125105764779263|0.115232122591671|0.128669210736632|0.12911544101612|0.117904655459813
TAD2397	Basal transcription factors	0.0831807295601688	0.119543551774631
TAD2415	Bile secretion	0.113628796082027	0.126844510909847
TAD2433	Cardiac muscle contraction|Inositol phosphate metabolism	0.104700038490346|0.0995833871197084	0.125105764779263|0.12317189900491
TAD2436	Complement and coagulation cascades	0.00348047878559623	0.0886960722780974
TAD2481	Mineral absorption|Mitophagy	0.0635137311627155|0.0803015649674355	0.116483782209881|0.119543551774631
TAD2484	Cholinergic synapse|Circadian entrainment|GABAergic synapse|Glutamatergic synapse|IL-17 signaling pathway|Morphine addiction|Serotonergic synapse	0.10928157541768|0.0952805181807087|0.0877348450267174|0.11113398212427|0.091514536402497|0.0896264070839629|0.11020820056679	0.126402479830167|0.122880787262533|0.121861549045527|0.126450006764748|0.122358683260164|0.122358683260164|0.126402479830167
TAD2485	Cholinergic synapse|Circadian entrainment|GABAergic synapse|Glutamatergic synapse|Maturity onset diabetes of the young|Morphine addiction|Serotonergic synapse	0.122081224321095|0.106540178141764|0.0981520375841486|0.124135101708288|0.0296105902677063|0.100255608643541|0.123108697530602	0.129860231875057|0.126092495478642|0.122935610123605|0.130581531757054|0.115232122591671|0.123175631148363|0.13010818869455
TAD2490	Tight junction	0.12385520170156	0.130373896527958
TAD2496	Autophagy|Bladder cancer|Ubiquitin mediated proteolysis	0.109382071372992|0.036224274903176|0.116670798999912	0.126402479830167|0.115232122591671|0.128669210736632
TAD2498	Biosynthesis of unsaturated fatty acids|Bladder cancer|Fatty acid elongation|Phototransduction|Prion diseases|Thyroid cancer|Vasopressin-regulated water reabsorption	0.0767413415322414|0.114282105037303|0.0767413415322414|0.079472524701985|0.0983755576716435|0.10370785820964|0.122134369978693	0.118923783923687|0.127248573614474|0.118923783923687|0.119543551774631|0.122935610123605|0.125105764779263|0.129860231875057
TAD2500	Adherens junction|AGE-RAGE signaling pathway in diabetic complications|Apelin signaling pathway|Cell cycle|Cellular senescence|Chagas disease (American trypanosomiasis)|Chronic myeloid leukemia|Colorectal cancer|FoxO signaling pathway|Gastric cancer|Hepatitis B|Hepatocellular carcinoma|Hippo signaling pathway|Inflammatory bowel disease (IBD)|Pancreatic cancer|Relaxin signaling pathway|Signaling pathways regulating pluripotency of stem cells|TGF-beta signaling pathway|Th17 cell differentiation|Wnt signaling pathway	0.0453096056533021|0.0624798483994677|0.0847892492147985|0.0769997562798115|0.0984417790022108|0.0643047638525222|0.0477777802012637|0.0539258888382662|0.0817995392907689|0.0919327874255275|0.100210464538463|0.103152104383072|0.0984417790022108|0.0409779865169819|0.0471612156973795|0.0806014699184098|0.0859829503460211|0.0563762220021277|0.0667335627174084|0.0972611109452605	0.115232122591671|0.11604120992644|0.119543551774631|0.118923783923687|0.122935610123605|0.116483782209881|0.115232122591671|0.115232122591671|0.119543551774631|0.122358683260164|0.123175631148363|0.124710701580621|0.122935610123605|0.115232122591671|0.115232122591671|0.119543551774631|0.120543976527696|0.115232122591671|0.116873426769585|0.122935610123605
TAD2523	Acute myeloid leukemia|One carbon pool by folate|Tyrosine metabolism	0.0969853282918156|0.000405777186349485|0.0540237445031241	0.122935610123605|0.0128225590886437|0.115232122591671
TAD2531	Human cytomegalovirus infection|Parathyroid hormone synthesis, secretion and action	0.084055701044725|0.0402126124990516	0.119543551774631|0.115232122591671
TAD2536	Citrate cycle (TCA cycle)|Glutathione metabolism|Peroxisome|Regulation of lipolysis in adipocytes|Renin-angiotensin system	0.0634583025988159|0.00642244273745244|0.0137109235154247|0.113424863382521|0.0489997766970907	0.116483782209881|0.114016399159268|0.115232122591671|0.126789956992472|0.115232122591671
TAD2571	Ubiquinone and other terpenoid-quinone biosynthesis	0.0112286706974621	0.115232122591671
TAD2582	African trypanosomiasis|AGE-RAGE signaling pathway in diabetic complications|Aldosterone-regulated sodium reabsorption|Aldosterone synthesis and secretion|Amoebiasis|Amphetamine addiction|B cell receptor signaling pathway|Calcium signaling pathway|Carbohydrate digestion and absorption|Chemokine signaling pathway|Choline metabolism in cancer|Cholinergic synapse|Circadian entrainment|Dopaminergic synapse|Endocrine and other factor-regulated calcium reabsorption|ErbB signaling pathway|Fc gamma R-mediated phagocytosis|Focal adhesion|GABAergic synapse|Gap junction|Gastric acid secretion|Glioma|Glutamatergic synapse|GnRH signaling pathway|Hepatitis B|Hepatocellular carcinoma|HIF-1 signaling pathway|Human cytomegalovirus infection|Human immunodeficiency virus 1 infection|Inflammatory mediator regulation of TRP channels|Influenza A|Insulin resistance|Insulin secretion|Leishmaniasis|Leukocyte transendothelial migration|Long-term depression|Long-term potentiation|MAPK signaling pathway|Melanogenesis|MicroRNAs in cancer|Morphine addiction|mTOR signaling pathway|Natural killer cell mediated cytotoxicity|NF-kappa B signaling pathway|Non-small cell lung cancer|Oxytocin signaling pathway|Pancreatic secretion|Parathyroid hormone synthesis, secretion and action|Pathways in cancer|Phosphatidylinositol signaling system|Proteoglycans in cancer|Rap1 signaling pathway|Ras signaling pathway|Retrograde endocannabinoid signaling|Salivary secretion|Serotonergic synapse|Sphingolipid signaling pathway|Thyroid hormone signaling pathway|Thyroid hormone synthesis|Vascular smooth muscle contraction|VEGF signaling pathway|Wnt signaling pathway	0.00474237375032027|0.0128172263522173|0.00474237375032027|0.0125608818251731|0.0123045372981286|0.00871571391950776|0.00910023071007426|0.0240963855421686|0.00563957959497563|0.0243527300692129|0.012689054088695|0.0143552935144834|0.012432709561651|0.0167905665214046|0.00615226864906426|0.0108946423993849|0.0116636759805179|0.0255062804409124|0.0114073314534734|0.0112791591899511|0.00961291976416279|0.00961291976416279|0.0146116380415278|0.011920020507562|0.0208920789541142|0.0215329402717253|0.0128172263522173|0.0288387592924891|0.0271725198667008|0.0128172263522173|0.0219174570622919|0.0138426044603945|0.0110228146629069|0.00948474750064077|0.0143552935144834|0.00769033581133038|0.00858754165598552|0.037810817739041|0.0129453986157394|0.0383235067931299|0.0116636759805179|0.0194821840553703|0.0167905665214046|0.0121763650346063|0.00845936939246328|0.0196103563188926|0.0125608818251731|0.0135862599333504|0.0679312996667519|0.012689054088695|0.0257626249679569|0.0264034862855679|0.0297359651371443|0.0189694950012816|0.0115355037169956|0.0144834657780054|0.0152524993591386|0.0148679825685721|0.00948474750064077|0.0169187387849269|0.00756216354780803|0.0202512176365033	0.100957585580596|0.115232122591671|0.100957585580596|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.111381697000769|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.114016399159268|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.116873426769585|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671
TAD2583	Adrenergic signaling in cardiomyocytes|African trypanosomiasis|AGE-RAGE signaling pathway in diabetic complications|Aldosterone-regulated sodium reabsorption|Aldosterone synthesis and secretion|Amoebiasis|Amphetamine addiction|Arrhythmogenic right ventricular cardiomyopathy (ARVC)|B cell receptor signaling pathway|Calcium signaling pathway|Carbohydrate digestion and absorption|Cardiac muscle contraction|Chemokine signaling pathway|Choline metabolism in cancer|Cholinergic synapse|Circadian entrainment|Dilated cardiomyopathy (DCM)|Dopaminergic synapse|Endocrine and other factor-regulated calcium reabsorption|ErbB signaling pathway|Fc gamma R-mediated phagocytosis|Focal adhesion|GABAergic synapse|Gap junction|Gastric acid secretion|Glioma|Glutamatergic synapse|GnRH signaling pathway|Hepatitis B|Hepatocellular carcinoma|HIF-1 signaling pathway|Human cytomegalovirus infection|Human immunodeficiency virus 1 infection|Hypertrophic cardiomyopathy (HCM)|Inflammatory mediator regulation of TRP channels|Influenza A|Insulin resistance|Insulin secretion|Leishmaniasis|Leukocyte transendothelial migration|Long-term depression|Long-term potentiation|MAPK signaling pathway|Melanogenesis|MicroRNAs in cancer|Morphine addiction|mTOR signaling pathway|Natural killer cell mediated cytotoxicity|NF-kappa B signaling pathway|Non-small cell lung cancer|Oxytocin signaling pathway|Pancreatic secretion|Parathyroid hormone synthesis, secretion and action|Pathways in cancer|Phosphatidylinositol signaling system|Proteoglycans in cancer|Rap1 signaling pathway|Ras signaling pathway|Retrograde endocannabinoid signaling|Salivary secretion|Serotonergic synapse|Sphingolipid signaling pathway|Thyroid hormone signaling pathway|Thyroid hormone synthesis|Vascular smooth muscle contraction|VEGF signaling pathway|Wnt signaling pathway	0.0368268931138618|0.00946286242757199|0.0254717933775703|0.00946286242757199|0.024965577836086|0.0244592308527214|0.0173565716881879|0.018372814585685|0.0181188031520159|0.0476151497413828|0.0112480731852616|0.0198961931178279|0.048115450398254|0.0252187020370631|0.0285063263469892|0.0247124207746388|0.0231927883360841|0.0333013261401325|0.0122674706878855|0.0216719729206065|0.0231927883360841|0.0503651767609047|0.0226859813061385|0.0224325285004608|0.0191346517238717|0.0191346517238717|0.0290116217953115|0.0236994639241495|0.0413503011218466|0.0426049138692575|0.0254717933775703|0.0568494347391229|0.053610082459735|0.0216719729206065|0.0254717933775703|0.0433572871920631|0.0274953411247041|0.0219255243076946|0.0188807388716129|0.0285063263469892|0.0153225085906304|0.0171024288126383|0.00142499428474274|0.0257248518576072|0.0751830467840097|0.0231927883360841|0.038587261356176|0.0333013261401325|0.024206008070334|0.016848253076619|0.00038210154601611|0.024965577836086|0.0269896513507407|0.131256054336233|0.0252187020370631|0.0508647544874338|0.0521131237455309|0.0585914011181956|0.0375815338091027|0.0229394012513466|0.0287589905013853|0.0302742853578905|0.0295167858017532|0.0188807388716129|0.033553365945597|0.0150681028313204|0.0400948668626837	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115375190636324|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.0424809616961044|0.115232122591671|0.11858757455853|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.0125775092230303|0.115232122591671|0.115232122591671|0.137431786515075|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671
TAD2586	Cytokine-cytokine receptor interaction|Hematopoietic cell lineage|Inflammatory bowel disease (IBD)|JAK-STAT signaling pathway|Th1 and Th2 cell differentiation|Th17 cell differentiation	0.0340941665255899|0.0952805181807087|0.00185287749026184|0.0110512383459133|0.0905709005015904|0.00494381401664639	0.115232122591671|0.122880787262533|0.0542138228632168|0.115232122591671|0.122358683260164|0.102779291398701
