GO.Term	GO.ID	TAD	P.value	P.adjust
interleukin-17-mediated signaling pathway 	0097400	TAD566	0.00332168144298273	0.0312226708723271
interleukin-18-mediated signaling pathway 	0035655	TAD3071	0.0106235221135536	0.032234223274686
interleukin-21-mediated signaling pathway 	0038114	TAD2586	0.00442676109303808	0.0312226708723271
interleukin-23-mediated signaling pathway 	0038155	TAD1650	0.00993575027526306	0.0317468008020042
interleukin-27-mediated signaling pathway 	0070106	TAD1650|TAD1133	0.0121310900724217|0.00911092605023411	0.0329738890962001|0.0317221844764827
interleukin-35-mediated signaling pathway 	0070757	TAD1650|TAD1133	0.0121310900724217|0.00911092605023411	0.0329738890962001|0.0317221844764827
interleukin-6-mediated signaling pathway 	0070102	TAD1650|TAD2793	0.0154155445253334|0.00387475762138534	0.0347545975341708|0.0312226708723271
interleukin-7-mediated signaling pathway 	0038111	TAD506|TAD1574	0.0117889029882287|0.00525586694362135	0.0327493981342013|0.0312226708723271
internal peptidyl-lysine acetylation 	0018393	TAD1529	0.00359973402600566	0.0312226708723271
interphase microtubule nucleation by interphase microtubule organizing center 	0051415	TAD2326	0.00166199196430317	0.0312226708723271
intestinal absorption 	0050892	TAD858	0.0080795091896082	0.0313865936270947
intestinal lipid absorption 	0098856	TAD858	0.00559970915698071	0.0312226708723271
intra-Golgi vesicle-mediated transport 	0006891	TAD2306|TAD2433|TAD2673|TAD2298|TAD2297	0.0293312134800829|0.0248736532420384|0.044777605159863|0.00911533319550784|0.0113815466548293	0.0441269423689273|0.041220436227747|0.0541330393193209|0.0317221844764827|0.032591295224651
intra-S DNA damage checkpoint 	0031573	TAD2498	0.0236500876988099	0.0407186525211942
intracellular cholesterol transport 	0032367	TAD1743|TAD2131	0.00553076848235234|0.00415066354797067	0.0312226708723271|0.0312226708723271
intracellular pH reduction 	0051452	TAD1756|TAD280|TAD1121	0.0248736532420384|0.0381871329952376|0.0113815466548293	0.041220436227747|0.0498707461441053|0.032591295224651
intracellular protein transmembrane transport 	0065002	TAD2143	0.0106220557107062	0.032234223274686
intracellular protein transport 	0006886	TAD1650|TAD2583|TAD1550|TAD1651	0.32265778528516|0.047507853399522|0.0240421256841959|0.0324430437118011	0.322817059539917|0.0559703264470241|0.0408060034296495|0.0462125127829364
intracellular steroid hormone receptor signaling pathway 	0030518	TAD2953|TAD2309|TAD2310|TAD2189|TAD370	0.0226592249202037|0.0181682069465723|0.000905129462518362|0.0578664847685483|0.0360112417772919	0.0398937778563836|0.0366109781659502|0.0312226708723271|0.0625524739464077|0.048484791632687
intracellular sterol transport 	0032366	TAD1743	0.00387435535637159	0.0312226708723271
intracellular transport of virus 	0075733	TAD1967|TAD1767|TAD2238|TAD2763|TAD3081	0.0222434430854634|0.0148834615057969|0.0368018639370541|0.00746911180540166|0.0295494477482989	0.0396787629340057|0.0344894446685106|0.0490336693581523|0.0313865936270947|0.0442045311098933
intraciliary retrograde transport 	0035721	TAD767	0.0110339912622014	0.0323336971931206
intraciliary transport 	0042073	TAD767	0.0498185264781664	0.0574554395504425
intraciliary transport involved in cilium assembly 	0035735	TAD767	0.0434550612446502	0.053339775371484
intrinsic apoptotic signaling pathway 	0097193	TAD2485|TAD2484|TAD566|TAD526|TAD527	0.0612627445198233|0.0546436114003388|0.041266405259382|0.0277018062261293|0.041266405259382	0.0647594152294738|0.060559750429903|0.0520141481217135|0.0430665629722188|0.0520141481217135
intrinsic apoptotic signaling pathway in response to DNA damage 	0008630	TAD2485|TAD2484|TAD2433|TAD2523	0.0295443889641475|0.0263043618841085|0.0359928043180722|0.0392012598299801	0.0442045311098933|0.0421845008590057|0.048484791632687|0.05049310192559
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator 	0042771	TAD170	0.0657959153379983	0.067972816078157
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress 	0070059	TAD566|TAD526|TAD527	0.00993746552075414|0.00663553960581298|0.00993746552075414	0.0317468008020042|0.0312226708723271|0.0317468008020042
intrinsic apoptotic signaling pathway in response to oxidative stress 	0008631	TAD3038	0.0143907186496216	0.0341031232244188
ion transmembrane transport 	0034220	TAD2266|TAD837|TAD707|TAD2797|TAD2176|TAD107	0.0669436414455203|0.00604229544965038|0.0160131084739788|0.00330246504506002|0.00117657183424302|7.55519411844387e-07	0.0684982696293318|0.0312226708723271|0.0353082770398828|0.0312226708723271|0.0312226708723271|0.000147239109992904
ion transport 	0006811	TAD837|TAD707|TAD2797|TAD2176|TAD107|TAD2958	0.0103306741965739|0.0269442588744129|0.00568288875101823|0.0032351949417222|2.28851245946101e-06|0.0588798686454525	0.0320301343511385|0.0425051555780356|0.0312226708723271|0.0312226708723271|0.000386529754402964|0.0631715020233076
IRE1-mediated unfolded protein response 	0036498	TAD627|TAD2726|TAD280|TAD1814|TAD527|TAD2155|TAD1251	0.0349967509135526|0.0501619331084756|0.0650929084693057|0.0234669981493126|0.0234669981493126|0.0118019342792681|0.0234669981493126	0.0478138041458588|0.0576808158539988|0.0675689307766644|0.0405342695151073|0.0405342695151073|0.0327493981342013|0.0405342695151073
iron ion homeostasis 	0055072	TAD1915|TAD1149|TAD1756|TAD1916|TAD837|TAD2793|TAD1466	0.0757645611981485|0.0594320437030554|0.0469965727247593|0.0594320437030554|0.0343993330833263|0.0173477918678453|0.0511596025346571	0.076649502164524|0.063545508639667|0.0556674213148868|0.063545508639667|0.0474200695843467|0.036017726447192|0.0582988206551462
iron ion import 	0097286	TAD2176	0.0128203411742495	0.0334396954446484
iron ion transport 	0006826	TAD1915|TAD1916|TAD2176	0.0148691034068993|0.0115824836139131|0.0254815572949382	0.0344894446685106|0.0326590512939334|0.0417126644807705
isoprenoid biosynthetic process 	0008299	TAD1834|TAD1251	0.00608237035797743|0.00332168144298273	0.0312226708723271|0.0312226708723271
isoprenoid metabolic process 	0006720	TAD1834|TAD1251	0.00608237035797743|0.00332168144298273	0.0312226708723271|0.0312226708723271
JAK-STAT cascade 	0007259	TAD1650|TAD1545	0.0434550612446502|0.00829183158413649	0.053339775371484|0.0313865936270947
JAK-STAT cascade involved in growth hormone signaling pathway 	0060397	TAD1650|TAD1545	0.016508085706247|0.00311483129735679	0.0355658635586251|0.0312226708723271
JNK cascade 	0007254	TAD1141|TAD2415|TAD1858|TAD1859	0.0491835755703223|0.0578664847685483|0.0136568662099026|0.0535348364226567	0.0570477686654053|0.0625524739464077|0.0337228757726981|0.0598078193985638
keratan sulfate biosynthetic process 	0018146	TAD653|TAD2958	0.0119973771667559|0.00601616529438331	0.0329738890962001|0.0312226708723271
keratan sulfate catabolic process 	0042340	TAD2189|TAD1019	0.0107592596968791|0.00497907098859562	0.032234223274686|0.0312226708723271
keratan sulfate metabolic process 	0042339	TAD2189|TAD1019|TAD653|TAD2958	0.0302075116901355|0.0140537160517434|0.0140537160517434|0.00705099013966504	0.0446308388202118|0.0340594342600153|0.0340594342600153|0.0312452180388064
keratinocyte differentiation 	0030216	TAD927|TAD2105|TAD1442	0.024281992448164|0.024281992448164|0.0122143421763917	0.0409781367976176|0.0409781367976176|0.0330028334900394
ketone body biosynthetic process 	0046951	TAD28|TAD837	0.00828610166652999|0.00442676109303808	0.0313865936270947|0.0312226708723271
ketone body metabolic process 	1902224	TAD28|TAD837	0.0103475906453659|0.00553076848235234	0.0320301343511385|0.0312226708723271
kidney development 	0001822	TAD1149|TAD2953|TAD2674|TAD1476	0.0594320437030554|0.021638254762871|0.0511596025346571|0.0130388137156681	0.063545508639667|0.0391995126505067|0.0582988206551462|0.0335055941460385
kinetochore assembly 	0051382	TAD837|TAD792	0.00442676109303808|0.0022155286396599	0.0312226708723271|0.0312226708723271
kinetochore organization 	0051383	TAD837|TAD792	0.00663370450283474|0.00332191140436477	0.0312226708723271|0.0312226708723271
kynurenine metabolic process 	0070189	TAD111	0.00608237035797743	0.0312226708723271
L-ascorbic acid metabolic process 	0019852	TAD3079	0.0080795091896082	0.0313865936270947
L-methionine salvage 	0071267	TAD1670	0.00242298261526996	0.0312226708723271
L-phenylalanine catabolic process 	0006559	TAD2523|TAD744	0.00911092605023411|0.00608237035797732	0.0317221844764827|0.0312226708723271
L-phenylalanine metabolic process 	0006558	TAD2523|TAD744	0.00911092605023411|0.00608237035797732	0.0317221844764827|0.0312226708723271
lagging strand elongation 	0006273	TAD233	0.00332168144298273	0.0312226708723271
lamellipodium organization 	0097581	TAD2496|TAD1067	0.0120646612433675|0.0154859612784957	0.0329738890962001|0.0347545975341708
left/right pattern formation 	0060972	TAD1290	0.00145439412524406	0.0312226708723271
leucine metabolic process 	0006551	TAD28	0.00725385487761843	0.0312452180388064
leukocyte adhesion to vascular endothelial cell 	0061756	TAD454	0.00332225642609207	0.0312226708723271
leukocyte cell-cell adhesion 	0007159	TAD454|TAD2127	0.00560203412635807|0.0130244207286923	0.0312226708723271|0.0335055941460385
leukocyte differentiation 	0002521	TAD1545	0.00269989470667631	0.0312226708723271
leukocyte tethering or rolling 	0050901	TAD454	0.00332225642609207	0.0312226708723271
leukotriene biosynthetic process 	0019370	TAD1133|TAD2266|TAD2231|TAD3047|TAD3048	0.0148691034068993|0.0343699733320945|0.00869920054031237|0.0111715282920525|0.00497976004387646	0.0344894446685106|0.0474200695843467|0.0317221844764827|0.0323336971931206|0.0312226708723271
leukotriene D4 biosynthetic process 	1901750	TAD3047|TAD3048	0.00622017522863827|0.00276883509840009	0.0312226708723271|0.0312226708723271
leukotriene D4 metabolic process 	1901748	TAD3047|TAD3048	0.00622017522863827|0.00276883509840009	0.0312226708723271|0.0312226708723271
leukotriene metabolic process 	0006691	TAD1133|TAD2266|TAD2231	0.0156891915622319|0.036245633460204|0.00918058143495093	0.0349748184412279|0.0486784004473228|0.0317468008020042
limb development 	0060173	TAD2415|TAD1551	0.0214115738714834|0.00332306184874764	0.0389701227140805|0.0312226708723271
limb morphogenesis 	0035108	TAD842|TAD1476|TAD2131	0.00725485782340696|0.00435895048356416|0.00869980154295957	0.0312452180388064|0.0312226708723271|0.0317221844764827
linoleic acid metabolic process 	0043651	TAD927|TAD1201	0.00663416315157417|0.00442737381328451	0.0312226708723271|0.0312226708723271
lipid biosynthetic process 	0008610	TAD1834|TAD927|TAD3079|TAD3033|TAD153|TAD1251	0.0535438992035695|0.029565651456765|0.0629707592696895|0.0629707592696895|0.000146300592761131|0.029565651456765	0.0598078193985638|0.0442045311098933|0.0660580835111391|0.0660580835111391|0.00995040407410269|0.0442045311098933
lipid catabolic process 	0016042	TAD2266	0.0399864197137579	0.0510285133357668
lipid homeostasis 	0055088	TAD1743|TAD542|TAD889	0.0268458679741278|0.0202013457054809|0.016862439379559	0.0423916508076161|0.0382297735535656|0.035892451306963
lipid modification 	0030258	TAD1650	0.028451262599729	0.0435581125129922
lipid phosphorylation 	0046834	TAD2142|TAD346	0.0263629122857562|0.0287257813795024	0.0421845008590057|0.0436809132151573
lipid translocation 	0034204	TAD1743|TAD2797	0.0121323452463344|0.00911249937745462	0.0329738890962001|0.0317221844764827
lipid transport 	0006869	TAD3067|TAD2727|TAD2726|TAD858|TAD1743|TAD2723|TAD2142|TAD2797	0.0433177082844425|0.000117471559337199|1.10274864446561e-08|0.055349664962827|0.0493525127032779|0.0125706721462259|4.71771225297985e-07|0.0372450179561696	0.053287406622304|0.0085644372829005|2.79381369075362e-06|0.061014882878629|0.0570971506624317|0.03322670618932|9.56185919433956e-05|0.0493580504731036
lipopolysaccharide-mediated signaling pathway 	0031663	TAD316|TAD1545	0.00110857063673531|0.00332225642609207	0.0312226708723271|0.0312226708723271
lipoprotein biosynthetic process 	0042158	TAD1027|TAD2726	0.00622017522863783|0.0080795091896082	0.0312226708723271|0.0313865936270947
lipoprotein catabolic process 	0042159	TAD28	0.00622060535105484	0.0312226708723271
lipoprotein localization 	0044872	TAD2266|TAD2582|TAD2583	0.0154187302139782|0.000554285318367653|0.00110830178992083	0.0347545975341708|0.0249650107392791|0.0312226708723271
lipoprotein transport 	0042953	TAD2266|TAD2582|TAD2583	0.0154187302139782|0.000554285318367653|0.00110830178992083	0.0347545975341708|0.0249650107392791|0.0312226708723271
lipoxin biosynthetic process 	2001301	TAD1133	0.00497907098859629	0.0312226708723271
lipoxygenase pathway 	0019372	TAD1133	0.0124050795079864	0.0330028334900394
liver development 	0001889	TAD2674|TAD1290|TAD1725	0.0254815572949387|0.00643018146590313|0.0191707199691232	0.0417126644807705|0.0312226708723271|0.0373505469004725
long-chain fatty-acyl-CoA biosynthetic process 	0035338	TAD627|TAD927|TAD1201	0.0111715282920525|0.00746084851100592|0.00497976004387646	0.0323336971931206|0.0313865936270947|0.0312226708723271
long-chain fatty-acyl-CoA metabolic process 	0035336	TAD627|TAD927|TAD1201	0.0154859612784957|0.0103497339090447|0.00691130182675659	0.0347545975341708|0.0320301343511385|0.0312226708723271
long-chain fatty acid catabolic process 	0042758	TAD1293	0.00387435535637159	0.0312226708723271
long-chain fatty acid import 	0044539	TAD927|TAD2143	0.00290697479171098|0.00677167176522153	0.0312226708723271|0.0312226708723271
long-chain fatty acid metabolic process 	0001676	TAD927|TAD1201|TAD1293	0.0226514366414473|0.015157504634942|0.0300893743369359	0.0398937778563836|0.0347545975341708|0.0446308388202118
long-chain fatty acid transport 	0015909	TAD927|TAD2143	0.0103497339090447|0.023989521142484	0.0320301343511385|0.0408060034296495
long-term memory 	0007616	TAD2903	0.00821761919558184	0.0313865936270947
long-term synaptic potentiation 	0060291	TAD2415|TAD2498	0.0187584679979907|0.0329595116319417	0.0369985042218058|0.0465262140796903
long term synaptic depression 	0060292	TAD2498	0.00952505402347026	0.0317468008020042
lung development 	0030324	TAD1476	0.00601616529438331	0.0312226708723271
lymphocyte activation involved in immune response 	0002285	TAD2306|TAD2354	0.0196435734598296|0.0106235221135534	0.0377948361284341|0.032234223274686
lymphocyte chemotaxis 	0048247	TAD2608|TAD2354	0.0477017944116799|0.0211501605672411	0.0560020834763631|0.0387587210105644
lymphocyte differentiation 	0030098	TAD454|TAD2629|TAD212|TAD2354|TAD1551	0.0150979851550597|0.0100904738663231|0.0446226395691715|0.034879401745448|0.0100904738663231	0.0347545975341708|0.031955269425412|0.054033436419403|0.0477543192010753|0.031955269425412
lymphocyte mediated immunity 	0002449	TAD2129	4.78171500465795e-05	0.00393966665505721
lymphocyte proliferation 	0046651	TAD842|TAD1033|TAD212	0.012411071485153|0.00498251881197975|0.0222319825281975	0.0330028334900394|0.0312226708723271|0.0396787629340057
lymphoid progenitor cell differentiation 	0002320	TAD1476	0.00124670993101039	0.0312226708723271
lysosomal transport 	0007041	TAD2774|TAD2845	0.0392279972595576|0.0392279972595576	0.05049310192559|0.05049310192559
lysosome localization 	0032418	TAD2649|TAD2433|TAD1916|TAD527	0.021888920848305|0.021888920848305|0.0277778782859929|0.0119973771667559	0.0395469146612442|0.0395469146612442|0.0430721389000428|0.0329738890962001
lysosome organization 	0007040	TAD1915|TAD2237|TAD2238|TAD1743|TAD784	0.0379855583657169|0.0149415423542313|0.0212787141233772|0.0170583323297628|0.0106947199042904	0.0498707461441053|0.034538683900041|0.0389028484442188|0.0360113010617312|0.032234223274686
lytic vacuole organization 	0080171	TAD1915|TAD2237|TAD2238|TAD1743	0.0343699733320938|0.0135040006991834|0.0192374440163258|0.015418730213978	0.0474200695843467|0.0336818959107878|0.0373505469004725|0.0347545975341708
macroautophagy 	0016236	TAD2787|TAD212|TAD2930	0.0521561256649063|0.0665563619374615|0.0448736763964238	0.0589268711476639|0.0682511853597549|0.0541691288387563
macromolecular complex assembly 	0065003	TAD1155|TAD6|TAD1978	0.0567797454069946|0.0488684830493261|0.0408914225213645	0.0617786206064159|0.0567801726897971|0.051682922902408
macromolecule biosynthetic process 	0009059	TAD1027	0.0130906230966046	0.0335055941460385
macromolecule catabolic process 	0009057	TAD2845|TAD107|TAD929	0.0186955448530394|0.0140537160517434|0.0117248169511297	0.0369484590827856|0.0340594342600153|0.0326965588835301
macromolecule modification 	0043412	TAD233|TAD346	0.00993746552075414|0.0197802533028175	0.0317468008020042|0.0377948361284341
macrophage activation 	0042116	TAD767	0.0186897592430618	0.0369484590827856
macrophage chemotaxis 	0048246	TAD2608	0.0110339912622014	0.0323336971931206
macrophage derived foam cell differentiation 	0010742	TAD190	0.00622060535105484	0.0312226708723271
macrophage differentiation 	0030225	TAD233	0.00456493908140421	0.0312226708723271
macrophage migration 	1905517	TAD2608	0.0110339912622014	0.0323336971931206
macropinocytosis 	0044351	TAD1112	0.00166199196430317	0.0312226708723271
magnesium ion transport 	0015693	TAD1100|TAD29	0.00608237035797732|0.00759769847296976	0.0312226708723271|0.0313865936270947
maintenance of apical/basal cell polarity 	0035090	TAD1529	0.00138528122068127	0.0312226708723271
maintenance of epithelial cell apical/basal polarity 	0045199	TAD1529	0.00138528122068127	0.0312226708723271
maintenance of gastrointestinal epithelium 	0030277	TAD2140|TAD711	0.00269989470667631|0.00539305930938261	0.0312226708723271|0.0312226708723271
maintenance of protein localization in organelle 	0072595	TAD3018	0.00497976004387646	0.0312226708723271
maintenance of protein location in nucleus 	0051457	TAD3071|TAD3018	0.0226327739530119|0.00415109446648665	0.0398937778563836|0.0312226708723271
malate metabolic process 	0006108	TAD3085|TAD1230	0.00242298261526996|0.00242298261526996	0.0312226708723271|0.0312226708723271
male gamete generation 	0048232	TAD784|TAD1266|TAD1978|TAD1265|TAD2958	0.0522306412212854|0.120830216049322|0.0522306412212854|0.021226867459903|0.0316718166949648	0.058988668019225|0.121357126803155|0.058988668019225|0.038885226832729|0.0457336448656
male genitalia development 	0030539	TAD1476	0.00124670993101039	0.0312226708723271
male gonad development 	0008584	TAD3079	0.0380613989876194	0.0498707461441053
male meiosis I 	0007141	TAD2237|TAD2238	0.00484093133507313|0.00690915181264495	0.0312226708723271|0.0312226708723271
mammary gland development 	0030879	TAD1650|TAD1174|TAD842	0.0262899396459398|0.051916788725611|0.00828781953161928	0.0421845008590057|0.0588572252987294|0.0313865936270947
mammary gland epithelium development 	0061180	TAD1650	0.014321865596731	0.0341031232244188
manganese ion transport 	0006828	TAD652|TAD2176	0.00435774388410148|0.0191707199691232	0.0312226708723271|0.0373505469004725
MAPK cascade 	0000165	TAD2716|TAD365|TAD2723|TAD1033|TAD1858|TAD1859|TAD2670|TAD501	0.0181286196976793|0.0566822354789789|0.0381531364514341|0.0381531364514341|0.0566822354789789|0.208228034960561|0.00355753143722003|0.0381531364514341	0.0366076038355312|0.0617786206064159|0.0498707461441053|0.0498707461441053|0.0617786206064159|0.208536703853179|0.0312226708723271|0.0498707461441053
marginal zone B cell differentiation 	0002315	TAD506|TAD505	0.00435774388410159|0.000969797672032535	0.0312226708723271|0.0312226708723271
mast cell activation involved in immune response 	0002279	TAD2433	0.00608237035797743	0.0312226708723271
mast cell degranulation 	0043303	TAD2433	0.00608237035797743	0.0312226708723271
mast cell mediated immunity 	0002448	TAD1141|TAD2433	0.00684029714661227|0.00684029714661227	0.0312226708723271|0.0312226708723271
maturation of 5.8S rRNA 	0000460	TAD2716|TAD1019	0.0128848223335861|0.0070475775249591	0.0334524109707598|0.0312452180388064
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA 	0000466)	TAD2237|TAD2716|TAD557	0.00918058143495093|0.0143907186496219|0.0208668950333259	0.0317468008020042|0.0341031232244188|0.0386524849098053
maturation of LSU-rRNA 	0000470	TAD2716|TAD1019	0.016645647501792|0.00911249937745462	0.0356632117934799|0.0317221844764827
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA 	0000463)	TAD2716	0.00684029714661227	0.0312226708723271
maturation of SSU-rRNA 	0030490	TAD2237|TAD280|TAD2774	0.0221023490718091|0.0528502492902645|0.0252205586893538	0.0396223607807736|0.05937084872049|0.0414507203629438
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA 	0000462)	TAD2237|TAD280	0.0168554712167469|0.0404568183174643	0.035892451306963|0.0513659741786644
mature B cell differentiation involved in immune response 	0002313	TAD506|TAD2354|TAD505	0.00559970915698071|0.00435774388410148|0.00124679630613711	0.0312226708723271|0.0312226708723271|0.0312226708723271
megakaryocyte differentiation 	0030219	TAD1670	0.00311439999025021	0.0312226708723271
meiosis I 	0007127	TAD2237|TAD766|TAD2238	0.0101427421520677|0.00580790835188372|0.0144595716825586	0.0320301343511385|0.0312226708723271|0.0341031232244188
melanocyte differentiation 	0030318	TAD1033	0.000969797672032535	0.0312226708723271
melanosome localization 	0032400	TAD1149|TAD2485|TAD2498	0.0192347988387677|0.0124059350315963|0.0314138597047376	0.0373505469004725|0.0330028334900394|0.0455831657400471
melanosome organization 	0032438	TAD1915|TAD1149|TAD726|TAD1916	0.0283154637341165|0.022090206621919|0.0158268110414501|0.022090206621919	0.0435145960398151|0.0396223607807736|0.0351331851246699|0.0396223607807736
melanosome transport 	0032402	TAD1149|TAD2485|TAD2498	0.0163716506761721|0.0105538107765831|0.0267627127903162	0.0355658635586251|0.032234223274686|0.0423916508076161
membrane assembly 	0071709	TAD537|TAD1653	0.00477342673691694|0.00477342673691694	0.0312226708723271|0.0312226708723271
membrane depolarization 	0051899	TAD566|TAD2266	0.0177461385130128|0.00312010258195046	0.0363826355838299|0.0312226708723271
membrane depolarization during action potential 	0086010	TAD566	0.0156962181044705	0.0349748184412279
membrane depolarization during cardiac muscle cell action potential 	0086012	TAD566|TAD1823	0.0070475775249591|0.00352965277975281	0.0312452180388064|0.0312226708723271
membrane fusion 	0061025	TAD506|TAD6|TAD2523|TAD707	0.0331823302315978|0.0222434430854634|0.0440010773524465|0.0475808528065041	0.0466647151194864|0.0396787629340057|0.0536752416212995|0.0559703264470241
membrane lipid biosynthetic process 	0046467	TAD627|TAD1201	0.0368081441979451|0.0165268627445992	0.0490355900226075|0.0355658635586251
membrane lipid catabolic process 	0046466	TAD28	0.00828610166652999	0.0313865936270947
membrane protein ectodomain proteolysis 	0006509	TAD3067|TAD280|TAD2481	0.00869920054031237|0.021002725387071|0.0124055072500905	0.0317221844764827|0.0387488814250453|0.0330028334900394
membrane protein intracellular domain proteolysis 	0031293	TAD506|TAD280|TAD837|TAD2481	0.0148706400042945|0.0279108761409458|0.0132288717493196|0.0165097903537047	0.0344894446685106|0.0431002815101622|0.0335055941460385|0.0355658635586251
membrane protein proteolysis 	0033619	TAD3067|TAD506|TAD280|TAD2266|TAD837|TAD2481	0.0168554712167469|0.0216204103440817|0.0404568183174643|0.0657826505207068|0.0192407518563849|0.0239944595424976	0.035892451306963|0.0391995126505067|0.0513659741786644|0.067972816078157|0.0373505469004725|0.0408060034296495
membrane raft assembly 	0001765	TAD537	0.00124670993101039	0.0312226708723271
membrane raft organization 	0031579	TAD2774|TAD537	0.00553076848235234|0.00207727395769153	0.0312226708723271|0.0312226708723271
membrane repolarization during cardiac muscle cell action potential 	0086013	TAD2143	0.014458575462806	0.0341031232244188
mesenchymal cell differentiation 	0048762	TAD842|TAD2189|TAD2131|TAD1033	0.0141250400722178|0.0363211820000467|0.0169265976933041|0.00567355114226864	0.0341031232244188|0.0487199018383155|0.0359178222983762|0.0312226708723271
mesenchyme development 	0060485	TAD2536|TAD2189	0.0186897592430623|0.014321865596731	0.0369484590827856|0.0341031232244188
mesoderm development 	0007498	TAD2536|TAD1650	0.0244625559526453|0.0230395018872797	0.0410768764449113|0.0402000391874698
mesoderm formation 	0001707	TAD2536|TAD842|TAD2189|TAD546	0.000245031592609986|0.00691034604447271|0.0178726249482662|0.00553191637696582	0.0140290969463819|0.0312226708723271|0.036392901011535|0.0312226708723271
mesoderm morphogenesis 	0048332	TAD2536|TAD546	5.84373052031126e-05|0.00276883509840009	0.00466302087345152|0.0312226708723271
mesodermal cell differentiation 	0048333	TAD2189	0.0080795091896082	0.0313865936270947
mesodermal cell fate commitment 	0001710	TAD2953	0.00207713009225519	0.0312226708723271
metal ion homeostasis 	0055065	TAD2726	0.039798714808206	0.050943561433164
metal ion transport 	0030001	TAD2143|TAD3020|TAD837|TAD2797|TAD2176|TAD2859|TAD1889|TAD1636	0.00417694899347943|0.0612627445198233|0.0546436114003388|0.041266405259382|0.0197599634490115|0.0612627445198233|0.0069978521443913|0.0208484237450652	0.0312226708723271|0.0647594152294738|0.060559750429903|0.0520141481217135|0.0377948361284341|0.0647594152294738|0.0312452180388064|0.0386524849098053
metanephric mesenchyme development 	0072075	TAD1476	0.00228484299174292	0.0312226708723271
metanephros development 	0001656	TAD2674|TAD1476	0.018963290046784|0.00477342673691694	0.0371711558015986|0.0312226708723271
metaphase plate congression 	0051310	TAD2498|TAD2326|TAD837|TAD2763|TAD2930	0.0678652072769548|0.0121398835817962|0.0241357000747305|0.00608805532037882|0.0181556953697829	0.0691433696753631|0.0329738890962001|0.0408060034296495|0.0312226708723271|0.0366076038355312
microglial cell activation 	0001774	TAD2882	0.0521561256649062	0.0589268711476639
microtubule anchoring 	0034453	TAD2158	0.00497907098859562	0.0312226708723271
microtubule anchoring at microtubule organizing center 	0072393	TAD2158	0.00456493908140421	0.0312226708723271
microtubule bundle formation 	0001578	TAD1234	0.0306101806745263	0.0449694487013333
microtubule cytoskeleton organization involved in mitosis 	1902850	TAD3071|TAD3033|TAD837|TAD135|TAD2149	0.0650104755389567|0.0389304192665048|0.0241357000747305|0.041862947806884|0.0121398835817962	0.0675293316022743|0.0503858070046947|0.0408060034296495|0.0522863151974553|0.0329738890962001
microtubule nucleation 	0007020	TAD1155|TAD2649	0.00821761919558184|0.0128848223335861	0.0313865936270947|0.0334524109707598
microtubule nucleation by microtubule organizing center 	0051418	TAD2326|TAD2763	0.0022155286396599|0.00110830178992083	0.0312226708723271|0.0312226708723271
microtubule polymerization 	0046785	TAD1155|TAD2649	0.0130244207286923|0.020393442314303	0.0335055941460385|0.0382911365488866
midbrain dopaminergic neuron differentiation 	1904948	TAD2131|TAD1413	0.00456493908140421|0.00228484299174292	0.0312226708723271|0.0312226708723271
mineralocorticoid biosynthetic process 	0006705	TAD1174|TAD153	0.0132316089115739|8.63831132255138e-07	0.0335055941460385|0.000165171031967426
misfolded or incompletely synthesized protein catabolic process 	0006515	TAD3038|TAD1834|TAD1174|TAD1773	0.0324225465951746|0.0188958854280817|0.054022324346458|0.0171923430705109	0.0462125127829364|0.0371711558015986|0.0601946092167648|0.036017726447192
mitochondrial ATP synthesis coupled electron transport 	0042775	TAD2433|TAD2228|TAD2571|TAD992	0.0629289712261185|0.0291055937541405|0.0461654312605768|0.0291055937541405	0.0660372987890116|0.0440364417892594|0.0550789357657977|0.0440364417892594
mitochondrial calcium ion homeostasis 	0051560	TAD2415	0.0169860437472616	0.0359291520214464
mitochondrial calcium ion transmembrane transport 	0006851	TAD1834|TAD2415	0.0158945261992798|0.0187584679979907	0.0351635769070858|0.0369985042218058
mitochondrial DNA metabolic process 	0032042	TAD927|TAD233	0.00290697479171098|0.00290697479171098	0.0312226708723271|0.0312226708723271
mitochondrial electron transport, cytochrome c to oxygen 	0006123	TAD1915|TAD2433|TAD2266|TAD1916	0.0258836357476641|0.0158945261992798|0.0399864197137579|0.0201874605203231	0.0419103425056673|0.0351635769070858|0.0510285133357668|0.0382297735535656
mitochondrial electron transport, NADH to ubiquinone 	0006120	TAD2228|TAD1083|TAD992	0.0158366281477691|0.064882792786695|0.0158366281477691	0.0351331851246699|0.0674243459906036|0.0351331851246699
mitochondrial fission 	0000266	TAD3071|TAD506|TAD707	0.0315482642201469|0.0130226245885735|0.0187584679979907	0.0456441323772382|0.0335055941460385|0.0369985042218058
mitochondrial fragmentation involved in apoptotic process 	0043653	TAD1510|TAD506	0.00435774388410148|0.00559970915698071	0.0312226708723271|0.0312226708723271
